Unnamed: 0	Geneid	KO	Pathway_ko	Definition
395	Cre01.g030850	K02731	9123	"Folding	 sorting and degradation"
396	Cre01.g030850	K02731	9181	Protein families: metabolism
397	Cre01.g030850	K02731	9182	Protein families: genetic information processing
398	Cre01.g030850	K02731	3051	Proteasome
408	Cre01.g031900	K08869	9181	Protein families: metabolism
414	Cre01.g032350	K10134	9143	Cell growth and death
421	Cre01.g033400	K17777	9182	Protein families: genetic information processing
422	Cre01.g033400	K17777	9183	Protein families: signaling and cellular processes
423	Cre01.g033550	K09584	9123	"Folding	 sorting and degradation"
424	Cre01.g033550	K09584	9182	Protein families: genetic information processing
425	Cre01.g033550	K09584	4131	Membrane trafficking
428	Cre01.g034000	K14293	9122	Translation
429	Cre01.g034000	K14293	9182	Protein families: genetic information processing
430	Cre01.g034000	K14293	3036	Chromosome and associated proteins
433	Cre01.g034400	K01057	9101	Carbohydrate metabolism
434	Cre01.g034451	K14012	9123	"Folding	 sorting and degradation"
445	Cre01.g034950	K06184	9182	Protein families: genetic information processing
449	Cre01.g035450	K06890	9194	Poorly characterized
450	Cre01.g035500	K00914	9101	Carbohydrate metabolism
451	Cre01.g035500	K00914	9132	Signal transduction
452	Cre01.g035500	K00914	4070	Phosphatidylinositol signaling system
453	Cre01.g035500	K00914	9141	Transport and catabolism
454	Cre01.g035500	K00914	4140	Autophagy - animal
455	Cre01.g035500	K00914	4138	Autophagy - yeast
456	Cre01.g035500	K00914	4136	Autophagy - other
457	Cre01.g035500	K00914	9171	Infectious diseases: Bacterial
458	Cre01.g035500	K00914	9172	Infectious diseases: Viral
459	Cre01.g035500	K00914	9182	Protein families: genetic information processing
460	Cre01.g035850	K14007	9123	"Folding	 sorting and degradation"
461	Cre01.g035850	K14007	9182	Protein families: genetic information processing
463	Cre01.g036050	K08734	9124	Replication and repair
464	Cre01.g036050	K08734	3460	Fanconi anemia pathway
465	Cre01.g036050	K08734	9161	Cancers: Overview
466	Cre01.g036050	K08734	9162	Cancers: Specific types
467	Cre01.g036050	K08734	5226	Gastric cancer
468	Cre01.g036050	K08734	5213	Endometrial cancer
469	Cre01.g036050	K08734	9176	Drug resistance: Antineoplastic
470	Cre01.g036050	K08734	9182	Protein families: genetic information processing
478	Cre01.g037400	K12868	9121	Transcription
479	Cre01.g037400	K12868	9182	Protein families: genetic information processing
485	Cre01.g038000	K16196	9123	"Folding	 sorting and degradation"
486	Cre01.g038000	K16196	9141	Transport and catabolism
487	Cre01.g038000	K16196	4138	Autophagy - yeast
488	Cre01.g038000	K16196	9172	Infectious diseases: Viral
489	Cre01.g038000	K16196	5164	Influenza A
490	Cre01.g038000	K16196	5160	Hepatitis C
491	Cre01.g038000	K16196	5168	Herpes simplex infection
492	Cre01.g038000	K16196	9181	Protein families: metabolism
494	Cre01.g038400	K08057	9123	"Folding	 sorting and degradation"
495	Cre01.g038400	K08057	9141	Transport and catabolism
496	Cre01.g038400	K08057	9151	Immune system
497	Cre01.g038400	K08057	9172	Infectious diseases: Viral
498	Cre01.g038400	K08057	5170	Human immunodeficiency virus 1 infection
499	Cre01.g038400	K08057	5163	Human cytomegalovirus infection
500	Cre01.g038400	K08057	5169	Epstein-Barr virus infection
501	Cre01.g038400	K08057	9174	Infectious diseases: Parasitic
502	Cre01.g038400	K08057	9182	Protein families: genetic information processing
503	Cre01.g038400	K08057	9183	Protein families: signaling and cellular processes
504	Cre01.g038550	K06119	9103	Lipid metabolism
505	Cre01.g038550	K06119	9181	Protein families: metabolism
506	Cre01.g038600	K10257	9181	Protein families: metabolism
512	Cre01.g038800	K09875	9183	Protein families: signaling and cellular processes
525	Cre01.g039900	K00784	9122	Translation
526	Cre01.g039900	K00784	9182	Protein families: genetic information processing
529	Cre01.g040050	K00949	9108	Metabolism of cofactors and vitamins
530	Cre01.g040150	K08867	9181	Protein families: metabolism
531	Cre01.g040150	K08867	1009	Protein phosphatases and associated proteins
578	Cre01.g044850	K17592	9181	Protein families: metabolism
582	Cre01.g045903	K11155	9103	Lipid metabolism
583	Cre01.g045903	K11155	9108	Metabolism of cofactors and vitamins
584	Cre01.g045903	K11155	9154	Digestive system
593	Cre01.g047550	K07893	9182	Protein families: genetic information processing
594	Cre01.g047550	K07893	9183	Protein families: signaling and cellular processes
595	Cre01.g047550	K07893	4031	GTP-binding proteins
597	Cre01.g047700	K05864	9143	Cell growth and death
598	Cre01.g047700	K05864	4218	Cellular senescence
599	Cre01.g047700	K05864	9182	Protein families: genetic information processing
613	Cre01.g048050	K01922	9108	Metabolism of cofactors and vitamins
615	Cre01.g048400	K16470	9182	Protein families: genetic information processing
687	Cre01.g051400	K10949	9171	Infectious diseases: Bacterial
688	Cre01.g051400	K10949	9182	Protein families: genetic information processing
697	Cre01.g052050	K17662	9182	Protein families: genetic information processing
703	Cre01.g052300	K06620	9143	Cell growth and death
704	Cre01.g052300	K06620	4218	Cellular senescence
705	Cre01.g052300	K06620	9161	Cancers: Overview
706	Cre01.g052300	K06620	5206	MicroRNAs in cancer
707	Cre01.g052300	K06620	9162	Cancers: Specific types
708	Cre01.g052300	K06620	5225	Hepatocellular carcinoma
709	Cre01.g052300	K06620	5226	Gastric cancer
710	Cre01.g052300	K06620	5214	Glioma
711	Cre01.g052300	K06620	5220	Chronic myeloid leukemia
712	Cre01.g052300	K06620	5218	Melanoma
713	Cre01.g052300	K06620	5219	Bladder cancer
714	Cre01.g052300	K06620	5215	Prostate cancer
715	Cre01.g052300	K06620	5224	Breast cancer
716	Cre01.g052300	K06620	5222	Small cell lung cancer
717	Cre01.g052300	K06620	5223	Non-small cell lung cancer
718	Cre01.g052300	K06620	9167	Endocrine and metabolic diseases
719	Cre01.g052300	K06620	9172	Infectious diseases: Viral
720	Cre01.g052300	K06620	5161	Hepatitis B
721	Cre01.g052300	K06620	5160	Hepatitis C
722	Cre01.g052300	K06620	5163	Human cytomegalovirus infection
723	Cre01.g052300	K06620	5167	Kaposi sarcoma-associated herpesvirus infection
724	Cre01.g052300	K06620	5169	Epstein-Barr virus infection
725	Cre01.g052300	K06620	9176	Drug resistance: Antineoplastic
726	Cre01.g052300	K06620	9182	Protein families: genetic information processing
727	Cre01.g052350	K02887	9122	Translation
728	Cre01.g052350	K02887	9182	Protein families: genetic information processing
733	Cre01.g053000	K00006	9103	Lipid metabolism
734	Cre01.g053000	K00006	9132	Signal transduction
735	Cre01.g053150	K00006	9103	Lipid metabolism
736	Cre01.g053150	K00006	9132	Signal transduction
737	Cre01.g053288	K01974	9191	Unclassified: metabolism
738	Cre01.g053300	K10536	9105	Amino acid metabolism
755	Cre01.g054150	K00384	9106	Metabolism of other amino acids
766	Cre01.g055416	K12859	9121	Transcription
767	Cre01.g055416	K12859	9182	Protein families: genetic information processing
810	Cre01.g062902	K15148	9182	Protein families: genetic information processing
812	Cre01.g063632	K03660	9124	Replication and repair
813	Cre01.g063632	K03660	9182	Protein families: genetic information processing
814	Cre01.g066187	K07238	9183	Protein families: signaling and cellular processes
838	Cre02.g073650	K10599	9121	Transcription
839	Cre02.g073650	K10599	9123	"Folding	 sorting and degradation"
840	Cre02.g073650	K10599	9182	Protein families: genetic information processing
841	Cre02.g073650	K10599	4121	Ubiquitin system
842	Cre02.g073650	K10599	3400	DNA repair and recombination proteins
845	Cre02.g073950	K17913	9109	Metabolism of terpenoids and polyketides
851	Cre02.g075150	K03010	9121	Transcription
852	Cre02.g075150	K03010	9164	Neurodegenerative diseases
853	Cre02.g075150	K03010	9182	Protein families: genetic information processing
854	Cre02.g075150	K03010	3400	DNA repair and recombination proteins
858	Cre02.g075600	K10908	9182	Protein families: genetic information processing
859	Cre02.g075650	K12872	9121	Transcription
860	Cre02.g075650	K12872	9182	Protein families: genetic information processing
870	Cre02.g076350	K02147	9102	Energy metabolism
871	Cre02.g076350	K02147	9132	Signal transduction
872	Cre02.g076350	K02147	9141	Transport and catabolism
873	Cre02.g076350	K02147	9155	Excretory system
874	Cre02.g076350	K02147	9156	Nervous system
875	Cre02.g076350	K02147	9163	Immune diseases
876	Cre02.g076350	K02147	9171	Infectious diseases: Bacterial
877	Cre02.g076350	K02147	5120	Epithelial cell signaling in Helicobacter pylori infection
878	Cre02.g076350	K02147	9172	Infectious diseases: Viral
879	Cre02.g076350	K02147	9183	Protein families: signaling and cellular processes
883	Cre02.g076600	K01056	9182	Protein families: genetic information processing
897	Cre02.g077100	K01919	9105	Amino acid metabolism
898	Cre02.g077100	K01919	9106	Metabolism of other amino acids
901	Cre02.g077350	K00013	9105	Amino acid metabolism
902	Cre02.g078100	K03243	9122	Translation
903	Cre02.g078100	K03243	9182	Protein families: genetic information processing
909	Cre02.g078750	K15452	9182	Protein families: genetic information processing
910	Cre02.g078750	K15452	3029	Mitochondrial biogenesis
922	Cre02.g079300	K12196	9141	Transport and catabolism
923	Cre02.g079300	K12196	9143	Cell growth and death
924	Cre02.g079300	K12196	9182	Protein families: genetic information processing
925	Cre02.g079550	K01528	9132	Signal transduction
926	Cre02.g079550	K01528	9141	Transport and catabolism
927	Cre02.g079550	K01528	9155	Excretory system
928	Cre02.g079550	K01528	9156	Nervous system
929	Cre02.g079550	K01528	9171	Infectious diseases: Bacterial
930	Cre02.g079550	K01528	9182	Protein families: genetic information processing
931	Cre02.g079550	K01528	9183	Protein families: signaling and cellular processes
959	Cre02.g080350	K11836	9181	Protein families: metabolism
960	Cre02.g080350	K11836	9182	Protein families: genetic information processing
961	Cre02.g080350	K11836	9183	Protein families: signaling and cellular processes
962	Cre02.g080600	K09490	9123	"Folding	 sorting and degradation"
963	Cre02.g080600	K09490	4141	Protein processing in endoplasmic reticulum
964	Cre02.g080600	K09490	9152	Endocrine system
965	Cre02.g080600	K09490	9164	Neurodegenerative diseases
966	Cre02.g080600	K09490	9182	Protein families: genetic information processing
967	Cre02.g080600	K09490	4131	Membrane trafficking
968	Cre02.g080600	K09490	9183	Protein families: signaling and cellular processes
979	Cre02.g080700	K09490	9123	"Folding	 sorting and degradation"
980	Cre02.g080700	K09490	4141	Protein processing in endoplasmic reticulum
981	Cre02.g080700	K09490	9152	Endocrine system
982	Cre02.g080700	K09490	9164	Neurodegenerative diseases
983	Cre02.g080700	K09490	9182	Protein families: genetic information processing
984	Cre02.g080700	K09490	4131	Membrane trafficking
985	Cre02.g080700	K09490	9183	Protein families: signaling and cellular processes
986	Cre02.g081200	K06883	9194	Poorly characterized
988	Cre02.g081400	K00826	9105	Amino acid metabolism
989	Cre02.g081400	K00826	280	"Valine	 leucine and isoleucine degradation"
990	Cre02.g081400	K00826	290	"Valine	 leucine and isoleucine biosynthesis"
991	Cre02.g081400	K00826	9108	Metabolism of cofactors and vitamins
992	Cre02.g081400	K00826	9181	Protein families: metabolism
1000	Cre02.g082050	K13115	9182	Protein families: genetic information processing
1002	Cre02.g082350	K03926	9193	Unclassified: signaling and cellular processes
1005	Cre02.g082550	K09838	9109	Metabolism of terpenoids and polyketides
1016	Cre02.g083065	K14213	9181	Protein families: metabolism
1023	Cre02.g084050	K12275	9123	"Folding	 sorting and degradation"
1024	Cre02.g084050	K12275	4141	Protein processing in endoplasmic reticulum
1025	Cre02.g084050	K12275	9183	Protein families: signaling and cellular processes
1030	Cre02.g084950	K00942	9104	Nucleotide metabolism
1036	Cre02.g085650	K03424	9191	Unclassified: metabolism
1041	Cre02.g086550	K06941	9182	Protein families: genetic information processing
1042	Cre02.g086650	K06674	9143	Cell growth and death
1043	Cre02.g086650	K06674	9182	Protein families: genetic information processing
1046	Cre02.g086887	K14297	9122	Translation
1047	Cre02.g086887	K14297	9172	Infectious diseases: Viral
1048	Cre02.g086887	K14297	9182	Protein families: genetic information processing
1049	Cre02.g086887	K14297	3036	Chromosome and associated proteins
1050	Cre02.g087551	K17600	9181	Protein families: metabolism
1051	Cre02.g087551	K17600	9182	Protein families: genetic information processing
1052	Cre02.g087600	K14439	9144	Cellular community - eukaryotes
1053	Cre02.g087600	K14439	9182	Protein families: genetic information processing
1054	Cre02.g087700	K00434	9101	Carbohydrate metabolism
1055	Cre02.g087700	K00434	9106	Metabolism of other amino acids
1056	Cre02.g087950	K01874	9106	Metabolism of other amino acids
1057	Cre02.g087950	K01874	9122	Translation
1058	Cre02.g087950	K01874	9181	Protein families: metabolism
1059	Cre02.g087950	K01874	9182	Protein families: genetic information processing
1060	Cre02.g088000	K17081	9182	Protein families: genetic information processing
1061	Cre02.g088000	K17081	9183	Protein families: signaling and cellular processes
1062	Cre02.g088050	K03539	9122	Translation
1063	Cre02.g088050	K03539	3008	Ribosome biogenesis in eukaryotes
1064	Cre02.g088050	K03539	9182	Protein families: genetic information processing
1065	Cre02.g088050	K03539	3016	Transfer RNA biogenesis
1066	Cre02.g088050	K03539	3029	Mitochondrial biogenesis
1067	Cre02.g088200	K09580	9123	"Folding	 sorting and degradation"
1068	Cre02.g088200	K09580	9182	Protein families: genetic information processing
1069	Cre02.g088200	K09580	4131	Membrane trafficking
1070	Cre02.g088200	K09580	9183	Protein families: signaling and cellular processes
1092	Cre02.g090276	K01148	9123	"Folding	 sorting and degradation"
1093	Cre02.g090276	K01148	9182	Protein families: genetic information processing
1095	Cre02.g090500	K13131	9122	Translation
1096	Cre02.g090500	K13131	9182	Protein families: genetic information processing
1099	Cre02.g090850	K03695	9149	Aging
1100	Cre02.g090850	K03695	9182	Protein families: genetic information processing
1105	Cre02.g091150	K14007	9123	"Folding	 sorting and degradation"
1106	Cre02.g091150	K14007	9182	Protein families: genetic information processing
1110	Cre02.g092050	K15121	9183	Protein families: signaling and cellular processes
1114	Cre02.g092500	K14326	9122	Translation
1115	Cre02.g092500	K14326	3015	mRNA surveillance pathway
1116	Cre02.g092500	K14326	9182	Protein families: genetic information processing
1124	Cre02.g093300	K12864	9121	Transcription
1125	Cre02.g093300	K12864	9182	Protein families: genetic information processing
1126	Cre02.g093450	K01623	9101	Carbohydrate metabolism
1127	Cre02.g093450	K01623	30	Pentose phosphate pathway
1128	Cre02.g093450	K01623	51	Fructose and mannose metabolism
1129	Cre02.g093450	K01623	9102	Energy metabolism
1130	Cre02.g093450	K01623	680	Methane metabolism
1131	Cre02.g093450	K01623	9182	Protein families: genetic information processing
1132	Cre02.g093450	K01623	3036	Chromosome and associated proteins
1133	Cre02.g093450	K01623	9183	Protein families: signaling and cellular processes
1145	Cre02.g094500	K02970	9122	Translation
1146	Cre02.g094500	K02970	9182	Protein families: genetic information processing
1148	Cre02.g095070	K03105	9123	"Folding	 sorting and degradation"
1149	Cre02.g095070	K03105	9183	Protein families: signaling and cellular processes
1158	Cre02.g095093	K10881	9123	"Folding	 sorting and degradation"
1159	Cre02.g095093	K10881	9124	Replication and repair
1160	Cre02.g095093	K10881	9172	Infectious diseases: Viral
1161	Cre02.g095093	K10881	9182	Protein families: genetic information processing
1162	Cre02.g095093	K10881	3051	Proteasome
1163	Cre02.g095093	K10881	3400	DNA repair and recombination proteins
1164	Cre02.g095104	K15193	9182	Protein families: genetic information processing
1165	Cre02.g095106	K00995	9103	Lipid metabolism
1173	Cre02.g096150	K04564	9132	Signal transduction
1174	Cre02.g096150	K04564	4068	FoxO signaling pathway
1175	Cre02.g096150	K04564	9141	Transport and catabolism
1176	Cre02.g096150	K04564	9149	Aging
1177	Cre02.g096150	K04564	4212	Longevity regulating pathway - worm
1178	Cre02.g096150	K04564	4213	Longevity regulating pathway - multiple species
1179	Cre02.g096150	K04564	9164	Neurodegenerative diseases
1195	Cre02.g097450	K01633	9108	Metabolism of cofactors and vitamins
1196	Cre02.g097650	K03036	9123	"Folding	 sorting and degradation"
1197	Cre02.g097650	K03036	9172	Infectious diseases: Viral
1198	Cre02.g097650	K03036	9182	Protein families: genetic information processing
1210	Cre02.g098300	K11547	9182	Protein families: genetic information processing
1217	Cre02.g098950	K08506	9123	"Folding	 sorting and degradation"
1218	Cre02.g098950	K08506	9182	Protein families: genetic information processing
1221	Cre02.g099100	K10587	9123	"Folding	 sorting and degradation"
1222	Cre02.g099100	K10587	9161	Cancers: Overview
1223	Cre02.g099100	K10587	9172	Infectious diseases: Viral
1224	Cre02.g099100	K10587	9182	Protein families: genetic information processing
1225	Cre02.g099150	K15296	9141	Transport and catabolism
1226	Cre02.g099150	K15296	9156	Nervous system
1227	Cre02.g099150	K15296	9182	Protein families: genetic information processing
1238	Cre02.g100000	K10739	9124	Replication and repair
1239	Cre02.g100000	K10739	3420	Nucleotide excision repair
1240	Cre02.g100000	K10739	3430	Mismatch repair
1241	Cre02.g100000	K10739	3440	Homologous recombination
1242	Cre02.g100000	K10739	3460	Fanconi anemia pathway
1243	Cre02.g100000	K10739	9182	Protein families: genetic information processing
1244	Cre02.g100000	K10739	3400	DNA repair and recombination proteins
1250	Cre02.g101400	K04646	9141	Transport and catabolism
1251	Cre02.g101400	K04646	4142	Lysosome
1252	Cre02.g101400	K04646	9155	Excretory system
1253	Cre02.g101400	K04646	9156	Nervous system
1254	Cre02.g101400	K04646	9164	Neurodegenerative diseases
1255	Cre02.g101400	K04646	9171	Infectious diseases: Bacterial
1256	Cre02.g101400	K04646	9182	Protein families: genetic information processing
1257	Cre02.g101400	K04646	9183	Protein families: signaling and cellular processes
1264	Cre02.g102350	K08343	9141	Transport and catabolism
1265	Cre02.g102350	K08343	4138	Autophagy - yeast
1266	Cre02.g102350	K08343	4136	Autophagy - other
1267	Cre02.g102350	K08343	9172	Infectious diseases: Viral
1268	Cre02.g102350	K08343	9182	Protein families: genetic information processing
1269	Cre02.g102350	K08343	4121	Ubiquitin system
1270	Cre02.g102350	K08343	3029	Mitochondrial biogenesis
1285	Cre02.g103500	K04713	9103	Lipid metabolism
1288	Cre02.g103850	K01693	9105	Amino acid metabolism
1289	Cre02.g104550	K15175	9182	Protein families: genetic information processing
1304	Cre02.g106150	K12734	9182	Protein families: genetic information processing
1305	Cre02.g106150	K12734	3110	Chaperones and folding catalysts
1309	Cre02.g106550	K12839	9121	Transcription
1310	Cre02.g106550	K12839	9182	Protein families: genetic information processing
1345	Cre02.g107450	K00958	9102	Energy metabolism
1346	Cre02.g107450	K00958	9104	Nucleotide metabolism
1347	Cre02.g107450	K00958	9106	Metabolism of other amino acids
1348	Cre02.g107450	K00958	9110	Biosynthesis of other secondary metabolites
1355	Cre02.g107850	K06685	9132	Signal transduction
1356	Cre02.g107850	K06685	4391	Hippo signaling pathway - fly
1357	Cre02.g107850	K06685	4392	Hippo signaling pathway - multiple species
1358	Cre02.g107850	K06685	9143	Cell growth and death
1361	Cre02.g108400	K12668	9107	Glycan biosynthesis and metabolism
1362	Cre02.g108400	K12668	513	Various types of N-glycan biosynthesis
1363	Cre02.g108400	K12668	9123	"Folding	 sorting and degradation"
1364	Cre02.g108450	K03627	9192	Unclassified: genetic information processing
1423	Cre02.g110750	K14172	9102	Energy metabolism
1424	Cre02.g110750	K14172	9181	Protein families: metabolism
1477	Cre02.g114400	K03644	9108	Metabolism of cofactors and vitamins
1488	Cre02.g115250	K16482	9182	Protein families: genetic information processing
1497	Cre02.g116300	K15171	9182	Protein families: genetic information processing
1498	Cre02.g116300	K15171	3019	Messenger RNA biogenesis
1502	Cre02.g116500	K09645	9181	Protein families: metabolism
1508	Cre02.g117300	K17426	9182	Protein families: genetic information processing
1510	Cre02.g117500	K00844	9101	Carbohydrate metabolism
1511	Cre02.g117500	K00844	51	Fructose and mannose metabolism
1512	Cre02.g117500	K00844	52	Galactose metabolism
1513	Cre02.g117500	K00844	500	Starch and sucrose metabolism
1514	Cre02.g117500	K00844	520	Amino sugar and nucleotide sugar metabolism
1515	Cre02.g117500	K00844	9110	Biosynthesis of other secondary metabolites
1516	Cre02.g117500	K00844	524	"Neomycin	 kanamycin and gentamicin biosynthesis"
1517	Cre02.g117500	K00844	9132	Signal transduction
1518	Cre02.g117500	K00844	9152	Endocrine system
1519	Cre02.g117500	K00844	9154	Digestive system
1520	Cre02.g117500	K00844	9161	Cancers: Overview
1521	Cre02.g117500	K00844	9167	Endocrine and metabolic diseases
1522	Cre02.g117500	K00844	9182	Protein families: genetic information processing
1523	Cre02.g117550	K06694	9182	Protein families: genetic information processing
1532	Cre02.g118300	K16911	9182	Protein families: genetic information processing
1533	Cre02.g118300	K16911	3036	Chromosome and associated proteins
1534	Cre02.g118500	K17302	9182	Protein families: genetic information processing
1535	Cre02.g118500	K17302	9183	Protein families: signaling and cellular processes
1567	Cre02.g141506	K18460	9192	Unclassified: genetic information processing
1575	Cre02.g142000	K10577	9122	Translation
1576	Cre02.g142000	K10577	9123	"Folding	 sorting and degradation"
1577	Cre02.g142000	K10577	9132	Signal transduction
1578	Cre02.g142000	K10577	9161	Cancers: Overview
1579	Cre02.g142000	K10577	9182	Protein families: genetic information processing
1580	Cre02.g142000	K10577	4121	Ubiquitin system
1612	Cre02.g143200	K01872	9122	Translation
1613	Cre02.g143200	K01872	9181	Protein families: metabolism
1614	Cre02.g143200	K01872	9182	Protein families: genetic information processing
1633	Cre02.g145231	K14831	9182	Protein families: genetic information processing
1634	Cre02.g145250	K02978	9122	Translation
1635	Cre02.g145250	K02978	9182	Protein families: genetic information processing
1636	Cre02.g145300	K15544	9122	Translation
1637	Cre02.g145300	K15544	9182	Protein families: genetic information processing
1638	Cre02.g145300	K15544	3019	Messenger RNA biogenesis
